"Name","PackageFullName","Publisher","InstallLocation","LaunchCommand"
"MicrosoftWindows.Client.Photon","MicrosoftWindows.Client.Photon_1000.26100.8.0_x64__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy","shell:AppsFolder\MicrosoftWindows.Client.Photon_cw5n1h2txyewy"
"microsoft.windowscommunicationsapps","microsoft.windowscommunicationsapps_16005.14326.22301.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22301.0_x64__8wekyb3d8bbwe","shell:AppsFolder\microsoft.windowscommunicationsapps_8wekyb3d8bbwe"
"Microsoft.WidgetsPlatformRuntime","Microsoft.WidgetsPlatformRuntime_1.6.2.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.2.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe"
"AppUp.IntelTechnologyMDE","AppUp.IntelTechnologyMDE_20.28.11122.0_x64__8j3eq9eme6ctt","CN=EB51A5DA-0E72-4863-82E4-EA21C1F8DFE3","C:\Program Files\WindowsApps\AppUp.IntelTechnologyMDE_20.28.11122.0_x64__8j3eq9eme6ctt","shell:AppsFolder\AppUp.IntelTechnologyMDE_8j3eq9eme6ctt"
"Microsoft.WindowsAppRuntime.1.6","Microsoft.WindowsAppRuntime.1.6_6000.401.2352.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.6_6000.401.2352.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.6_8wekyb3d8bbwe"
"Microsoft.WindowsAppRuntime.1.6","Microsoft.WindowsAppRuntime.1.6_6000.401.2352.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.6_6000.401.2352.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.6_8wekyb3d8bbwe"
"HelloGames.NoMansSky","HelloGames.NoMansSky_5.57.0.0_x64__bs190hzg1sesy","CN=E17FC9C0-77E1-4CDD-8AE0-E634942431EE","C:\Program Files\WindowsApps\HelloGames.NoMansSky_5.57.0.0_x64__bs190hzg1sesy","shell:AppsFolder\HelloGames.NoMansSky_bs190hzg1sesy"
"Microsoft.BingSearch","Microsoft.BingSearch_1.1.34.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.BingSearch_1.1.34.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.BingSearch_8wekyb3d8bbwe"
"OpenAI.ChatGPT-Desktop","OpenAI.ChatGPT-Desktop_1.2025.41.0_x64__2p2nqsd0c76g0","CN=50BDFD77-8903-4850-9FFE-6E8522F64D5B","C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.41.0_x64__2p2nqsd0c76g0","shell:AppsFolder\OpenAI.ChatGPT-Desktop_2p2nqsd0c76g0"
"40174MouriNaruto.NanaZip","40174MouriNaruto.NanaZip_5.0.1263.0_x64__gnj4mf6z9tkrc","CN=E310A153-74A9-4D81-800B-857A8D58408A","C:\Program Files\WindowsApps\40174MouriNaruto.NanaZip_5.0.1263.0_x64__gnj4mf6z9tkrc","shell:AppsFolder\40174MouriNaruto.NanaZip_gnj4mf6z9tkrc"
"Microsoft.4297127D64EC6","Microsoft.4297127D64EC6_2.2.2.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.4297127D64EC6_2.2.2.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.4297127D64EC6_8wekyb3d8bbwe"
"Microsoft.ZuneVideo","Microsoft.ZuneVideo_10.25011.10061.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.25011.10061.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.ZuneVideo_8wekyb3d8bbwe"
"Microsoft.Windows.Photos","Microsoft.Windows.Photos_2025.11020.11001.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2025.11020.11001.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Windows.Photos_8wekyb3d8bbwe"
"MicrosoftWindows.CrossDevice","MicrosoftWindows.CrossDevice_1.25012.50.0_x64__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.25012.50.0_x64__cw5n1h2txyewy","shell:AppsFolder\MicrosoftWindows.CrossDevice_cw5n1h2txyewy"
"Microsoft.Copilot","Microsoft.Copilot_1.25014.121.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Copilot_1.25014.121.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Copilot_8wekyb3d8bbwe"
"Microsoft.PowerAutomateDesktop","Microsoft.PowerAutomateDesktop_1.0.1364.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_1.0.1364.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.PowerAutomateDesktop_8wekyb3d8bbwe"
"Microsoft.OutlookForWindows","Microsoft.OutlookForWindows_1.2025.213.300_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.213.300_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.OutlookForWindows_8wekyb3d8bbwe"
"AppleInc.iTunes","AppleInc.iTunes_12135.3.3021.0_x64__nzyj5cx40ttqa","CN=5BD5593D-A41B-4F89-884E-B4F3E0FBAA75","C:\Program Files\WindowsApps\AppleInc.iTunes_12135.3.3021.0_x64__nzyj5cx40ttqa","shell:AppsFolder\AppleInc.iTunes_nzyj5cx40ttqa"
"Microsoft.GamingServices","Microsoft.GamingServices_27.98.11001.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.GamingServices_27.98.11001.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.GamingServices_8wekyb3d8bbwe"
"TheDebianProject.DebianGNULinux","TheDebianProject.DebianGNULinux_1.20.0.0_x64__76v4gfsz19hv4","CN=51C4C664-ED6E-40E8-A008-10EFD2F72288","C:\Program Files\WindowsApps\TheDebianProject.DebianGNULinux_1.20.0.0_x64__76v4gfsz19hv4","shell:AppsFolder\TheDebianProject.DebianGNULinux_76v4gfsz19hv4"
"MicrosoftWindows.LKG.AccountsService","MicrosoftWindows.LKG.AccountsService_1000.26100.3194.0_x64__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\LKG\MicrosoftWindows.LKG.AccountsService_cw5n1h2txyewy","shell:AppsFolder\MicrosoftWindows.LKG.AccountsService_cw5n1h2txyewy"
"MicrosoftWindows.LKG.DesktopSpotlight","MicrosoftWindows.LKG.DesktopSpotlight_1000.26100.3194.0_x64__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\LKG\MicrosoftWindows.LKG.DesktopSpotlight_cw5n1h2txyewy","shell:AppsFolder\MicrosoftWindows.LKG.DesktopSpotlight_cw5n1h2txyewy"
"MicrosoftWindows.LKG.IrisService","MicrosoftWindows.LKG.IrisService_1000.26100.3194.0_x64__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\LKG\MicrosoftWindows.LKG.IrisService_cw5n1h2txyewy","shell:AppsFolder\MicrosoftWindows.LKG.IrisService_cw5n1h2txyewy"
"MicrosoftWindows.LKG.RulesEngine","MicrosoftWindows.LKG.RulesEngine_1000.26100.3194.0_x64__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\LKG\MicrosoftWindows.LKG.RulesEngine_cw5n1h2txyewy","shell:AppsFolder\MicrosoftWindows.LKG.RulesEngine_cw5n1h2txyewy"
"MicrosoftWindows.LKG.SpeechRuntime","MicrosoftWindows.LKG.SpeechRuntime_1000.26100.3194.0_x64__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\LKG\MicrosoftWindows.LKG.SpeechRuntime_cw5n1h2txyewy","shell:AppsFolder\MicrosoftWindows.LKG.SpeechRuntime_cw5n1h2txyewy"
"MicrosoftWindows.LKG.TwinSxS","MicrosoftWindows.LKG.TwinSxS_1000.26100.3194.0_x64__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\LKG\MicrosoftWindows.LKG.TwinSxS_cw5n1h2txyewy","shell:AppsFolder\MicrosoftWindows.LKG.TwinSxS_cw5n1h2txyewy"
"Microsoft.WindowsNotepad","Microsoft.WindowsNotepad_11.2412.16.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2412.16.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsNotepad_8wekyb3d8bbwe"
"62269AlexShats.DiscordforGameBar","62269AlexShats.DiscordforGameBar_0.2.14.0_x64__gghb1w55myjr2","CN=0723B664-F114-4FF2-A229-A6152E660057","C:\Program Files\WindowsApps\62269AlexShats.DiscordforGameBar_0.2.14.0_x64__gghb1w55myjr2","shell:AppsFolder\62269AlexShats.DiscordforGameBar_gghb1w55myjr2"
"45012KrimmerStudios.WindowsGamebarBrowser","45012KrimmerStudios.WindowsGamebarBrowser_1.1.17.0_x64__k6pcqv07xae1c","CN=685DD444-787C-4F01-AFD6-C59B21F062E1","C:\Program Files\WindowsApps\45012KrimmerStudios.WindowsGamebarBrowser_1.1.17.0_x64__k6pcqv07xae1c","shell:AppsFolder\45012KrimmerStudios.WindowsGamebarBrowser_k6pcqv07xae1c"
"57540AMZNMobileLLC.AmazonAlexa","57540AMZNMobileLLC.AmazonAlexa_3.25.1156.0_x64__22t9g3sebte08","CN=205E97F5-C441-4371-8ADB-027C40FBE50D","C:\Program Files\WindowsApps\57540AMZNMobileLLC.AmazonAlexa_3.25.1156.0_x64__22t9g3sebte08","shell:AppsFolder\57540AMZNMobileLLC.AmazonAlexa_22t9g3sebte08"
"MicrosoftCorporationII.QuickAssist","MicrosoftCorporationII.QuickAssist_2.0.32.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\MicrosoftCorporationII.QuickAssist_2.0.32.0_x64__8wekyb3d8bbwe","shell:AppsFolder\MicrosoftCorporationII.QuickAssist_8wekyb3d8bbwe"
"62269AlexShats.OneGameLauncherBeta","62269AlexShats.OneGameLauncherBeta_1.3.5.0_x64__gghb1w55myjr2","CN=0723B664-F114-4FF2-A229-A6152E660057","C:\Program Files\WindowsApps\62269AlexShats.OneGameLauncherBeta_1.3.5.0_x64__gghb1w55myjr2","shell:AppsFolder\62269AlexShats.OneGameLauncherBeta_gghb1w55myjr2"
"MSTeams","MSTeams_25031.805.3440.5290_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\MSTeams_25031.805.3440.5290_x64__8wekyb3d8bbwe","shell:AppsFolder\MSTeams_8wekyb3d8bbwe"
"Microsoft.OneDriveSync","Microsoft.OneDriveSync_25015.126.2.0_neutral__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.OneDriveSync_25015.126.2.0_neutral__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.OneDriveSync_8wekyb3d8bbwe"
"Microsoft.XboxGamingOverlay","Microsoft.XboxGamingOverlay_7.225.2131.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.225.2131.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe"
"PocketpairInc.Palworld","PocketpairInc.Palworld_0.6.6880.0_x64__ad4psfrxyesvt","CN=5CB38C77-22C8-441B-B380-4749CAF6E325","C:\Program Files\WindowsApps\PocketpairInc.Palworld_0.6.6880.0_x64__ad4psfrxyesvt","shell:AppsFolder\PocketpairInc.Palworld_ad4psfrxyesvt"
"Microsoft.DesktopAppInstaller","Microsoft.DesktopAppInstaller_1.25.320.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.320.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe"
"FatsharkAB.Warhammer40000DarktideNew","FatsharkAB.Warhammer40000DarktideNew_1.6.3527.0_x64__hwm6pnepa3ng2","CN=8438DF6A-F705-4598-9187-136F740B7573","C:\Program Files\WindowsApps\FatsharkAB.Warhammer40000DarktideNew_1.6.3527.0_x64__hwm6pnepa3ng2","shell:AppsFolder\FatsharkAB.Warhammer40000DarktideNew_hwm6pnepa3ng2"
"Microsoft.GamingApp","Microsoft.GamingApp_2502.1001.6.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.GamingApp_2502.1001.6.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.GamingApp_8wekyb3d8bbwe"
"Microsoft.WindowsAlarms","Microsoft.WindowsAlarms_11.2501.7.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_11.2501.7.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAlarms_8wekyb3d8bbwe"
"Microsoft.Ink.Handwriting.en-US.1.0","Microsoft.Ink.Handwriting.en-US.1.0_0.780.13.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Ink.Handwriting.en-US.1.0_0.780.13.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Ink.Handwriting.en-US.1.0_8wekyb3d8bbwe"
"Microsoft.Ink.Handwriting.en-US.1.0","Microsoft.Ink.Handwriting.en-US.1.0_0.780.13.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Ink.Handwriting.en-US.1.0_0.780.13.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Ink.Handwriting.en-US.1.0_8wekyb3d8bbwe"
"Microsoft.Ink.Handwriting.Main.en-US.1.0.1","Microsoft.Ink.Handwriting.Main.en-US.1.0.1_0.780.13.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Ink.Handwriting.Main.en-US.1.0.1_0.780.13.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Ink.Handwriting.Main.en-US.1.0.1_8wekyb3d8bbwe"
"Microsoft.YourPhone","Microsoft.YourPhone_1.25012.100.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25012.100.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.YourPhone_8wekyb3d8bbwe"
"Microsoft.MicrosoftOfficeHub","Microsoft.MicrosoftOfficeHub_18.2502.1252.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.2502.1252.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe"
"Microsoft.WindowsStore","Microsoft.WindowsStore_22501.1401.7.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsStore_22501.1401.7.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsStore_8wekyb3d8bbwe"
"Clipchamp.Clipchamp","Clipchamp.Clipchamp_4.0.10720.0_x64__yxz26nhyzhsrt","CN=33F0F141-36F3-4EC2-A77D-51B53D0BA0E4","C:\Program Files\WindowsApps\Clipchamp.Clipchamp_4.0.10720.0_x64__yxz26nhyzhsrt","shell:AppsFolder\Clipchamp.Clipchamp_yxz26nhyzhsrt"
"StudioWildcard.ARKSurvivalAscended","StudioWildcard.ARKSurvivalAscended_1.61.37.0_x64__1w2mm55455e38","CN=09AB2E6F-B8FD-4251-B19D-E939FA0BBD08","C:\Program Files\WindowsApps\StudioWildcard.ARKSurvivalAscended_1.61.37.0_x64__1w2mm55455e38","shell:AppsFolder\StudioWildcard.ARKSurvivalAscended_1w2mm55455e38"
"Microsoft.SeaofThieves","Microsoft.SeaofThieves_2.138.1387.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.SeaofThieves_2.138.1387.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.SeaofThieves_8wekyb3d8bbwe"
"Microsoft.Office.OneNoteVirtualPrinter","Microsoft.Office.OneNoteVirtualPrinter_1.0.0.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Office.OneNoteVirtualPrinter_1.0.0.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Office.OneNoteVirtualPrinter_8wekyb3d8bbwe"
"62269AlexShats.OneGameLauncher","62269AlexShats.OneGameLauncher_1.8.4.0_x64__gghb1w55myjr2","CN=0723B664-F114-4FF2-A229-A6152E660057","C:\Program Files\WindowsApps\62269AlexShats.OneGameLauncher_1.8.4.0_x64__gghb1w55myjr2","shell:AppsFolder\62269AlexShats.OneGameLauncher_gghb1w55myjr2"
"38985CA0.COREBase","38985CA0.COREBase_1.0.69.0_x64_ww_5bkah9njm3e9g","CN=07A9AC0F-5502-4D92-BA69-01D5D39D1E92","C:\Program Files\WindowsApps\38985CA0.COREBase_1.0.69.0_x64_ww_5bkah9njm3e9g","shell:AppsFolder\38985CA0.COREBase_5bkah9njm3e9g"
"Microsoft.WindowsCamera","Microsoft.WindowsCamera_2025.2501.1.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2025.2501.1.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsCamera_8wekyb3d8bbwe"
